"Date","USGS 11292000 MF STANISLAUS R AT KENNEDY MDWS NR DARDANELLE CA","USGS 11292500 CLARK FORK STANISLAUS R NR DARDANELLE CA","USGS 11292610 DONNELL PH NR STRAWBERRY CA","USGS 11292700 MF STANISLAUS R A HELLS HALF ACRE BRIDGE CA","USGS 11292820 BEARDSLEY PH NR STRAWBERRY CA","USGS 11292860 JW SOUTHERN PP A SND BAR DIV DAM NR LNG BRN CA","USGS 11292900 MF STANISLAUS R BL BEARDSLEY DAM CA","USGS 11293200 MF STANISLAUS R BL SND BAR DIV DAM NR AVERY CA","USGS 11293372 NF STANISLAUS R BL UTICA RES NR BEAR VALLEY CA","USGS 11293500 NF STANISLAUS R BL SILVER C CA","USGS 11293580 NF STANISLAUS R DIV TUNNEL NR BIG MDW CA","USGS 11293600 NF STANISLAUS R BL DIV D","USGS 11293700 HOBART C AT NF DIV TUNNL OUTLT NR SPICER MDWS CA","USGS 11293710 NF STANISLAUS DIV TU OL BL HOBART C NR NSMD CA","USGS 11293760 NEW SPICER MDW DAM PP A NSMD NR B MDW CA","USGS 11294000 HIGHLAND C BL SPICER MEADOWS RES CA","USGS 11294500 NF STANISLAUS R NR AVERY CA","USGS 11295210 BEAVER C DIV TO MCKAYS POINT RES NR ARNOLD CA","USGS 11295230 BEAVER CR BL DIV DAM NR ARNOLD CA","USGS 11295250 COLLIERVILLE PP NR MURPHYS CA","USGS 11295270 NF STANISLAUS R BL MCKAYS POINT DAM NR AVERY CA","USGS 11295300 NF STANISLAUS R BL BEAVER C NR HATHAWAY PINES CA","USGS 11295340 MILL C BL HUNTER RES A HATHAWAY PINES CA","USGS 11295505 STANISLAUS PP NR HATHAWAY PINES CA","USGS 11296500 SF STANISLAUS R A STRAWBERRY CA","USGS 11297000 PHILADELPHIA CN NR STRAWBERRY CA","USGS 11297200 SF STANISLAUS R NR STRAWBERRY CA","USGS 11297500 TUOLUMNE CN NR LONG BARN CA","USGS 11298000 SF STANISLAUS R NR LONG BARN CA","USGS 11298650 ANGELS C BL MURPHYS AFTERBAY NR MURPHYS CA","USGS 11298700 ANGELS C BL UTICA D DIV DAM NR MURPHYS CA","USGS 11300500 S SAN JOAQUIN CN NR KNIGHTS FERRY CA","USGS 11301000 OAKDALE CN NR KNIGHTS FERRY CA","USGS 11302000 STANISLAUS R BL GOODWIN DAM NR KNIGHTS FERRY CA","USGS 11292615 MF STANISLAUS R LOW FLOW REL BL DONNELL LAKE","USGS 11299200 NEW MELONES PP BL NEW MELONES DAM NR SONORA CA","USGS 11299996 TULLOCH PH NR KNIGHTS FERRY CA"
2004-01-24,52,NA,NA,49,598,480,142,NA,NA,NA,0.55,19,NA,NA,176,176,289,0.64,19,129,18,37,NA,511,32,26,8.4,18,3,NA,NA,0,0,232,NA,0,NA
2004-01-25,51,NA,NA,48,596,512,142,NA,NA,NA,0,19,NA,NA,176,176,283,0.42,19,98,19,38,NA,490,32,26,8.4,18,3,NA,5.8,0,0,237,NA,0,NA
2004-01-26,50,NA,NA,47,595,549,142,NA,NA,NA,0,18,NA,NA,176,176,278,0,19,194,18,38,NA,504,36,29,8,18,3,NA,5.7,0,0,234,NA,0,NA
2004-01-27,51,NA,NA,49,593,524,142,NA,NA,NA,0,18,NA,NA,153,153,273,1.1,19,200,18,38,NA,488,40,36,8,18,3,NA,NA,0,0,234,NA,0,NA
2004-01-28,50,NA,NA,49,592,541,142,NA,NA,NA,0,18,NA,NA,106,106,236,0.37,19,182,18,38,NA,512,40,37,6.4,18,3,NA,5.7,0,0,236,NA,0,NA
2004-01-29,50,NA,NA,49,591,498,142,NA,NA,NA,0,17,NA,NA,76,76,204,0.31,19,114,18,38,NA,479,40,38,4.6,18,3,NA,5.6,0,0,238,NA,0,NA
2004-01-30,50,NA,NA,49,589,488,142,NA,NA,NA,0,18,NA,NA,43,43,153,0.62,19,78,18,38,NA,471,41,38,5.1,18,3,NA,5.6,0,0,237,NA,1150,NA
2004-01-31,49,NA,NA,49,587,449,142,NA,NA,NA,0,18,NA,NA,43,43,134,0,19,70,18,38,NA,513,40,39,5.3,18,3,NA,5.5,0,0,238,NA,0,NA
2004-02-01,49,NA,NA,48,583,493,142,NA,NA,NA,0,18,NA,NA,43,43,129,0,19,87,18,37,NA,497,39,38,5,18,3,NA,5.8,0,0,228,NA,0,NA
2004-02-02,49,NA,NA,51,580,542,142,NA,NA,NA,0,18,NA,NA,42,42,143,2,19,143,18,37,NA,535,40,38,6.3,21,3,NA,NA,0,0,229,NA,0,NA
2004-02-03,51,NA,NA,53,580,495,142,NA,NA,NA,0,18,NA,NA,40,40,144,1.7,19,88,18,37,NA,474,40,39,5.6,25,2.9,NA,NA,2.1,0,225,NA,0,NA
2004-02-04,48,NA,NA,49,579,496,142,NA,NA,NA,0,17,NA,NA,50,50,127,0,19,117,18,37,NA,493,40,38,5.1,21,2.9,NA,NA,3.7,0,223,NA,71,NA
2004-02-05,48,NA,NA,48,577,482,142,NA,NA,NA,0,17,NA,NA,60,60,143,0,19,120,18,37,NA,498,39,38,5,18,2.8,NA,NA,4.6,0,222,NA,325,NA
2004-02-06,48,NA,NA,47,575,477,142,NA,NA,NA,0,17,NA,NA,60,60,145,0,19,97,18,37,NA,464,39,39,4.4,18,2.8,NA,NA,4.7,0,221,NA,0,NA
2004-02-07,48,NA,NA,48,572,430,142,NA,NA,NA,0,17,NA,NA,60,60,148,0,19,53,18,38,NA,474,39,39,4.4,18,2.7,NA,NA,4.8,0,267,NA,23,NA
2004-02-08,47,NA,NA,47,569,472,142,NA,NA,NA,0,17,NA,NA,60,60,142,0,18,59,18,36,NA,511,39,38,4.7,18,2.7,NA,NA,4.9,0,350,NA,470,NA
2004-02-09,48,NA,NA,46,568,528,142,NA,NA,NA,0,17,NA,NA,60,60,145,0,19,108,19,38,NA,503,39,38,4.5,18,2.7,NA,NA,5.1,0,393,NA,916,NA
2004-02-10,47,NA,NA,46,565,478,142,NA,NA,NA,0,17,NA,NA,60,60,140,0,19,113,18,37,NA,469,39,38,4.7,18,2.7,NA,NA,5.2,0,397,NA,0,NA
2004-02-11,48,NA,NA,46,562,471,142,NA,NA,NA,0,17,NA,NA,66,66,144,0,19,114,18,37,NA,495,39,38,5,18,2.7,NA,5.8,14,0,429,NA,7,NA
2004-02-12,47,NA,NA,47,559,470,142,NA,NA,NA,0,18,NA,NA,70,70,165,0,19,95,18,37,NA,438,39,39,4.7,18,2.7,NA,5.8,24,0,495,NA,613,NA
2004-02-13,47,NA,NA,48,559,478,142,NA,NA,NA,0,19,NA,NA,70,70,167,0,19,104,18,38,NA,510,39,39,4.1,18,2.7,NA,5.8,4.5,0,497,NA,519,NA
2004-02-14,47,NA,NA,48,557,394,142,NA,NA,NA,0,19,NA,NA,70,70,163,0,19,57,19,38,NA,487,39,38,4.9,18,2.9,NA,5.8,0,0,498,NA,660,NA
2004-02-15,47,NA,NA,48,554,467,142,NA,NA,NA,0,18,NA,NA,70,70,162,0,19,88,19,38,NA,507,39,38,5,18,2.9,NA,5.8,0,0,498,NA,0,NA
2004-02-16,58,NA,NA,106,552,469,142,NA,NA,NA,4.7,20,NA,NA,49,49,358,36,20,209,19,39,NA,498,43,41,9.5,18,3,NA,NA,0,0,499,NA,6,NA
2004-02-17,60,NA,NA,197,462,374,142,NA,NA,NA,30,22,NA,NA,25,25,571,94,19,616,18,38,NA,495,49,43,15,18,3,NA,NA,0,0,498,NA,1280,NA
2004-02-18,55,NA,NA,165,453,371,142,NA,NA,NA,16,21,NA,NA,22,22,455,83,19,648,18,37,NA,503,50,48,18,18,3.2,NA,NA,0,0,494,NA,0,NA
2004-02-19,52,NA,NA,130,452,359,142,56,NA,NA,8.9,21,NA,NA,22,22,321,56,18,215,18,37,NA,496,46,51,5.1,22,3,NA,NA,0,0,490,NA,0,NA
2004-02-20,51,NA,NA,115,448,353,142,39,NA,NA,5.4,20,NA,NA,21,21,276,45,19,235,19,38,NA,448,44,48,4.4,26,3,NA,NA,0,0,496,NA,0,NA
2004-02-21,51,NA,NA,103,454,360,142,37,NA,NA,3,20,NA,NA,19,19,242,43,19,144,19,38,NA,519,44,47,4.5,26,3,NA,5.8,0,0,495,NA,0,NA
2004-02-22,50,NA,NA,97,457,358,142,37,NA,NA,1.7,20,NA,NA,20,20,227,38,19,319,18,37,NA,482,43,46,4.6,26,3,NA,NA,0,0,495,NA,0,NA
2004-02-23,49,NA,NA,94,460,360,142,37,NA,NA,1.1,20,NA,NA,20,20,222,35,19,226,18,37,NA,483,43,46,4.6,26,3,NA,NA,0,0,472,NA,1300,NA
2004-02-24,49,NA,NA,90,462,368,142,36,NA,NA,0.81,20,NA,NA,61,61,217,34,19,279,18,37,NA,495,43,46,4.3,26,3,NA,NA,0,0,372,NA,122,NA
2004-02-25,47,NA,NA,120,494,409,142,NA,NA,NA,0.66,20,NA,NA,62,62,442,73,19,261,18,37,NA,497,45,49,9,27,126,NA,NA,0,0,299,NA,74,NA
2004-02-26,52,NA,NA,161,547,477,142,NA,NA,NA,0.65,20,NA,NA,22,22,445,104,19,439,18,37,NA,505,45,51,6.1,27,274,NA,NA,0,0,283,NA,0,NA
2004-02-27,51,NA,NA,123,547,467,142,NA,NA,NA,0.41,19,NA,NA,22,22,299,65,19,241,18,38,NA,487,43,48,4.7,27,135,NA,NA,0,0,223,NA,3,NA
2004-02-28,49,NA,NA,110,546,460,142,NA,NA,NA,0.14,19,NA,NA,24,24,260,49,19,390,18,37,NA,506,42,46,4.8,27,74,NA,NA,0,0,220,NA,10,NA
2004-02-29,48,NA,NA,104,544,455,142,NA,NA,NA,0,19,NA,NA,25,25,249,46,19,297,18,37,NA,505,42,45,4.9,27,46,NA,NA,0,0,221,NA,0,NA
2004-03-01,48,NA,NA,101,544,456,142,NA,NA,NA,0,19,NA,NA,24,24,241,37,19,378,18,37,NA,504,42,45,4.9,27,35,NA,NA,0,0,220,NA,0,NA
2004-03-02,48,NA,NA,98,543,453,142,NA,NA,NA,0,19,NA,NA,46,46,228,34,19,246,18,37,NA,481,43,46,4.7,27,29,NA,NA,0,0,221,NA,0,NA
2004-03-03,47,NA,NA,94,542,455,142,NA,NA,NA,0,19,NA,NA,63,63,257,27,21,190,18,39,NA,510,51,55,5.1,27,24,NA,NA,0,0,222,NA,9,NA
2004-03-04,48,NA,NA,93,541,449,142,NA,NA,NA,0,19,NA,NA,63,63,256,29,19,171,18,38,NA,496,50,55,5,27,21,NA,NA,0,0,219,NA,21,NA
2004-03-05,47,NA,NA,92,540,446,142,NA,NA,NA,0,19,NA,NA,63,63,262,29,19,308,18,37,NA,515,50,55,5.1,27,19,NA,5.8,0,0,219,NA,0,NA
2004-03-06,49,NA,NA,97,539,443,142,NA,NA,NA,0.83,20,NA,NA,48,48,277,30,19,190,18,37,NA,477,50,55,5.7,27,17,NA,5.8,0,0,221,NA,0,NA
2004-03-07,54,NA,NA,118,537,443,142,NA,NA,NA,12,21,NA,NA,20,20,310,40,19,161,18,37,NA,514,52,55,8.8,27,18,NA,5.8,0,0,219,NA,0,NA
2004-03-08,63,NA,NA,150,537,440,142,NA,NA,NA,28,22,NA,NA,20,20,376,56,19,571,18,37,NA,505,56,57,12,31,18,NA,5.7,132,0,216,NA,0,NA
2004-03-09,72,NA,NA,193,536,440,142,NA,NA,NA,40,22,NA,NA,45,45,477,80,19,531,18,37,NA,491,62,59,19,34,22,NA,5.8,136,0,219,NA,977,NA
2004-03-10,77,NA,NA,230,537,440,142,NA,NA,NA,49,22,NA,NA,71,71,622,103,19,548,18,37,NA,517,69,59,28,34,27,NA,5.8,135,0,217,NA,23,NA
2004-03-11,76,NA,NA,239,538,444,142,NA,NA,NA,48,22,NA,NA,71,71,624,112,19,662,18,37,NA,491,72,60,32,34,31,NA,5.8,132,0,218,NA,784,NA
2004-03-12,78,NA,NA,242,539,442,142,NA,NA,NA,46,22,NA,NA,71,71,605,114,19,640,18,37,NA,503,75,60,35,34,31,NA,5.8,127,0,223,NA,330,NA
2004-03-13,83,NA,NA,242,541,444,142,NA,NA,NA,48,22,NA,NA,71,71,606,117,19,440,18,37,NA,518,78,60,38,34,31,NA,5.8,242,0,220,NA,663,NA
2004-03-14,93,NA,NA,272,543,444,142,NA,NA,NA,59,23,NA,NA,71,71,675,132,19,628,18,37,NA,508,84,61,44,34,31,NA,5.8,351,0,219,NA,13,NA
2004-03-15,108,NA,NA,322,547,446,142,NA,NA,NA,78,23,NA,NA,39,39,775,156,19,911,18,37,NA,491,96,61,NA,34,41,NA,5.8,453,0,218,NA,0,NA
2004-03-16,112,NA,NA,330,551,454,142,NA,NA,NA,80,23,NA,NA,21,21,741,164,18,874,18,36,NA,503,78,60,45,34,50,NA,5.8,556,0,218,NA,1410,NA
2004-03-17,114,NA,NA,331,555,459,142,NA,NA,NA,80,23,NA,NA,36,36,726,165,18,776,18,36,NA,512,69,60,26,34,21,NA,5.8,700,0,220,NA,766,NA
2004-03-18,122,NA,NA,367,559,461,142,NA,NA,NA,125,24,NA,NA,70,70,851,173,24,707,18,42,NA,467,80,60,37,34,20,NA,5.8,758,102,208,NA,1750,NA
2004-03-19,130,NA,NA,381,564,464,142,NA,NA,NA,340,28,NA,NA,40,40,885,177,23,968,18,41,NA,538,89,60,49,34,24,NA,5.8,746,137,205,NA,1200,NA
2004-03-20,135,NA,NA,385,568,464,143,NA,NA,NA,343,28,NA,NA,22,22,848,186,18,853,18,36,NA,478,92,60,NA,34,27,NA,5.8,852,160,203,NA,1070,NA
2004-03-21,145,NA,NA,424,572,467,143,NA,NA,NA,399,29,NA,NA,22,22,965,200,20,955,18,38,NA,547,103,60,NA,35,28,NA,5.8,896,227,208,NA,615,NA
2004-03-22,150,NA,NA,451,576,472,143,NA,NA,NA,416,29,NA,NA,21,21,1030,196,30,1020,18,48,NA,489,115,60,NA,36,38,NA,5.8,950,264,205,NA,2120,NA
2004-03-23,150,NA,NA,449,581,475,143,NA,NA,NA,396,29,NA,NA,21,21,1020,184,35,1100,18,53,NA,492,117,60,NA,36,49,NA,5.8,835,271,205,NA,1470,NA
2004-03-24,144,NA,NA,420,585,477,143,NA,NA,NA,401,29,NA,NA,21,21,970,195,18,878,18,36,NA,511,110,60,NA,36,42,NA,5.8,850,288,203,NA,1290,NA
2004-03-25,134,NA,NA,375,589,478,142,NA,NA,NA,299,27,NA,NA,21,21,873,176,18,960,18,35,NA,512,92,60,NA,36,35,NA,NA,887,283,213,NA,1340,NA
2004-03-26,119,NA,NA,312,592,483,143,NA,NA,NA,154,25,NA,NA,21,21,664,149,18,953,18,35,NA,498,68,60,23,36,31,NA,NA,802,259,206,NA,1350,NA
2004-03-27,107,NA,NA,271,595,486,143,NA,NA,NA,100,24,NA,NA,21,21,527,123,18,461,18,36,NA,534,71,60,23,35,9.4,NA,NA,792,240,205,NA,1460,NA
2004-03-28,105,NA,NA,269,598,486,143,NA,NA,NA,119,24,NA,NA,21,21,530,120,17,416,18,36,NA,485,73,60,25,35,7,NA,5.8,792,220,209,NA,1120,NA
2004-03-29,110,NA,NA,297,601,488,143,NA,NA,NA,177,26,NA,NA,21,21,630,131,18,768,18,36,NA,489,88,60,41,35,9.4,NA,5.8,790,221,203,NA,1520,NA
2004-03-30,117,NA,NA,312,603,491,143,NA,NA,NA,234,27,NA,NA,21,21,719,135,17,608,18,36,NA,548,99,60,NA,36,20,NA,5.8,756,222,202,NA,1470,NA
2004-03-31,120,NA,NA,306,607,490,143,NA,NA,NA,248,27,NA,NA,21,21,705,131,18,653,18,36,NA,387,101,60,NA,36,24,NA,NA,887,223,204,NA,1240,NA
2004-04-01,118,NA,NA,299,608,493,141,NA,NA,NA,216,26,NA,NA,21,21,716,127,19,777,18,37,NA,550,101,60,NA,36,26,NA,NA,954,210,226,NA,1240,NA
2004-04-02,110,NA,NA,265,608,503,142,NA,NA,NA,153,25,NA,NA,21,21,580,112,19,728,18,37,NA,483,91,60,NA,36,21,NA,NA,930,210,231,NA,1310,NA
2004-04-03,112,NA,NA,274,611,503,143,NA,NA,NA,207,27,NA,NA,21,21,638,117,19,602,18,37,NA,484,105,60,NA,36,20,NA,NA,827,241,230,NA,1500,NA
2004-04-04,121,NA,NA,301,566,467,143,NA,NA,NA,293,28,NA,NA,21,21,789,126,19,602,18,37,NA,488,124,60,NA,36,32,NA,NA,779,256,230,NA,1120,NA
2004-04-05,134,NA,NA,317,615,506,143,NA,NA,NA,321,29,NA,NA,21,21,848,132,19,700,18,37,NA,521,135,60,NA,36,53,NA,NA,818,210,233,NA,1410,NA
2004-04-06,139,NA,NA,313,618,508,143,NA,NA,NA,311,28,NA,NA,21,21,838,130,19,884,18,37,NA,511,134,60,NA,37,67,NA,NA,839,210,233,NA,1410,NA
2004-04-07,133,NA,NA,291,620,510,143,NA,NA,NA,276,28,NA,NA,21,21,742,121,19,814,18,37,NA,490,128,60,NA,36,50,NA,NA,838,238,233,NA,1300,NA
2004-04-08,135,NA,NA,304,622,510,142,NA,NA,NA,296,28,NA,NA,21,21,827,123,19,794,18,37,NA,519,147,60,NA,37,60,NA,NA,930,237,235,NA,1390,NA
2004-04-09,138,NA,NA,311,623,512,143,NA,NA,NA,312,28,NA,NA,22,22,849,124,19,847,18,37,NA,503,162,60,NA,37,92,NA,NA,1040,246,233,NA,1950,NA
2004-04-10,140,NA,NA,304,623,513,142,NA,NA,NA,296,28,NA,NA,22,22,826,120,19,849,18,37,NA,535,161,60,NA,37,107,NA,5.8,1060,272,232,NA,1430,NA
2004-04-11,135,NA,NA,284,625,514,141,NA,NA,NA,294,29,NA,NA,22,22,760,111,19,629,18,37,NA,480,153,60,NA,37,87,NA,5.8,1050,288,236,NA,1560,NA
2004-04-12,136,NA,NA,283,626,512,142,NA,NA,NA,319,29,NA,NA,22,22,771,107,19,742,18,37,NA,547,158,60,NA,38,85,NA,NA,929,288,235,NA,1780,NA
2004-04-13,136,NA,NA,277,627,515,142,NA,NA,NA,302,28,NA,NA,22,22,756,103,19,652,18,37,NA,516,148,60,NA,39,86,NA,NA,823,289,393,NA,1320,NA
2004-04-14,128,NA,NA,254,629,516,142,NA,NA,NA,226,27,NA,NA,22,22,655,95,19,645,18,37,NA,493,129,60,NA,39,53,NA,NA,957,286,539,NA,1790,NA
2004-04-15,119,NA,NA,233,630,516,143,NA,NA,NA,201,26,NA,NA,21,21,576,85,19,592,18,37,NA,518,115,60,NA,38,37,NA,5.8,1040,270,545,NA,1920,NA
2004-04-16,110,NA,NA,208,632,532,141,NA,NA,NA,142,25,NA,NA,21,21,479,75,19,458,18,37,NA,491,96,60,47,38,23,NA,5.8,1020,261,541,NA,1950,NA
2004-04-17,104,NA,NA,190,632,508,140,NA,NA,NA,127,24,NA,NA,21,21,417,66,19,451,18,37,NA,549,86,60,34,38,12,NA,5.8,1020,261,542,NA,1720,NA
2004-04-18,98,NA,NA,172,632,521,140,NA,NA,NA,96,23,NA,NA,21,21,359,59,19,339,18,37,NA,515,79,60,26,36,5,NA,NA,1010,261,543,NA,1710,NA
2004-04-19,94,NA,NA,164,634,541,140,NA,NA,NA,87,23,NA,NA,21,21,334,55,19,551,18,37,NA,511,78,60,25,35,3.9,NA,NA,918,261,544,NA,1900,NA
2004-04-20,92,NA,NA,175,635,528,140,NA,NA,NA,102,24,NA,NA,21,21,373,61,19,218,18,37,NA,479,80,60,26,37,5,NA,5.8,754,278,544,NA,1560,NA
2004-04-21,90,NA,NA,186,636,525,140,NA,NA,NA,138,25,NA,NA,21,21,458,66,19,226,19,38,NA,519,86,60,32,38,6.2,NA,5.8,716,310,630,NA,1340,NA
2004-04-22,89,NA,NA,180,557,411,141,NA,NA,NA,129,25,NA,NA,22,22,457,62,19,503,18,37,NA,236,89,60,36,38,6.2,NA,NA,1030,319,865,NA,1890,NA
2004-04-23,90,NA,NA,171,577,481,140,NA,NA,NA,127,25,NA,NA,21,21,418,57,19,682,18,37,NA,495,93,60,39,38,6.2,NA,5.8,1080,329,1100,NA,3180,NA
2004-04-24,98,NA,NA,183,643,507,141,NA,NA,NA,197,27,NA,NA,21,21,488,61,19,462,18,37,NA,512,114,60,NA,38,6.2,NA,5.8,1080,338,1200,NA,3000,NA
2004-04-25,113,NA,NA,204,643,527,140,NA,NA,NA,271,28,NA,NA,20,20,584,67,19,376,18,37,NA,525,145,60,NA,39,12,NA,5.8,1090,329,1200,NA,2480,NA
2004-04-26,134,NA,NA,227,643,543,141,NA,NA,NA,357,29,NA,NA,20,20,675,71,19,617,18,37,NA,481,177,60,NA,39,39,NA,5.8,1090,315,1210,NA,2650,NA
2004-04-27,158,NA,NA,244,643,529,141,NA,NA,NA,404,30,NA,NA,19,19,750,80,19,558,18,37,NA,512,214,60,NA,39,62,NA,5.8,1100,306,1210,NA,2880,NA
2004-04-28,117,NA,NA,243,644,525,142,NA,NA,NA,398,34,NA,NA,19,19,748,80,19,701,18,37,NA,518,240,60,NA,39,92,NA,5.8,1090,300,1210,NA,904,NA
2004-04-29,59,NA,NA,220,644,528,141,NA,NA,NA,311,28,NA,NA,19,19,652,70,19,773,18,37,NA,519,400,60,NA,39,151,NA,5.3,1070,299,1210,NA,2180,NA
2004-04-30,64,NA,NA,196,644,524,140,NA,NA,NA,254,27,NA,NA,20,20,557,62,19,554,18,37,NA,482,415,60,NA,39,205,NA,5.7,1070,299,1210,NA,3400,NA
2004-05-01,79,NA,NA,200,645,513,140,NA,NA,NA,284,28,NA,NA,21,21,591,62,19,513,18,37,NA,539,468,60,NA,38,257,NA,NA,1070,298,1150,NA,2970,NA
2004-05-02,108,NA,NA,209,644,528,140,NA,NA,NA,332,28,NA,NA,21,21,633,61,19,317,19,38,NA,479,541,60,NA,39,358,NA,5.7,1060,300,1030,NA,2360,NA
2004-05-03,144,NA,NA,216,644,542,140,NA,NA,NA,381,29,NA,NA,21,21,676,62,19,687,18,37,NA,519,619,60,NA,39,458,NA,5.7,1060,322,874,NA,2270,NA
2004-05-04,180,NA,NA,215,644,634,140,NA,NA,NA,384,29,NA,NA,21,21,679,60,19,507,18,37,NA,524,656,60,NA,39,570,NA,5.7,1100,362,660,NA,2480,NA
2004-05-05,215,NA,NA,203,645,524,140,NA,NA,NA,368,29,NA,NA,21,21,652,57,19,751,18,37,NA,531,677,60,NA,39,655,NA,5.6,1120,379,632,NA,2190,NA
2004-05-06,215,NA,NA,172,645,518,141,NA,NA,NA,303,28,NA,NA,22,22,575,51,19,591,18,37,NA,490,592,60,NA,39,646,NA,5.7,1120,379,634,NA,2360,NA
2004-05-07,189,NA,NA,149,509,382,139,55,NA,NA,228,27,NA,NA,22,22,482,44,19,412,18,37,NA,494,467,60,NA,39,493,NA,5.8,1120,379,633,NA,2150,NA
2004-05-08,177,NA,NA,140,503,382,140,55,NA,NA,228,27,NA,NA,22,22,447,39,19,387,18,37,NA,530,456,60,NA,39,365,NA,5.8,1120,379,632,NA,2240,NA
2004-05-09,177,NA,NA,131,501,380,140,55,NA,NA,222,27,NA,NA,22,22,417,36,19,274,18,37,NA,523,457,60,NA,39,412,NA,5.8,1120,378,633,NA,2120,NA
2004-05-10,249,NA,NA,122,500,379,139,55,NA,NA,207,26,NA,NA,22,22,380,32,19,398,18,37,NA,455,439,60,NA,39,431,NA,5.8,1100,370,638,NA,2170,NA
2004-05-11,265,NA,NA,109,502,381,139,55,NA,NA,128,24,NA,NA,22,22,322,29,19,363,18,37,NA,533,321,59,NA,39,396,NA,5.8,1080,344,639,NA,2060,NA
2004-05-12,228,NA,NA,100,502,382,140,55,NA,NA,99,24,NA,NA,22,22,290,25,19,347,18,37,NA,498,271,53,NA,39,335,NA,5.8,1050,331,777,NA,2130,NA
2004-05-13,264,NA,NA,94,504,383,140,55,NA,NA,119,24,NA,NA,21,21,282,22,19,199,18,37,NA,514,298,60,NA,39,254,NA,5.7,1050,332,1010,NA,2440,NA
2004-05-14,295,NA,NA,90,504,382,142,55,NA,NA,144,25,NA,NA,22,22,280,19,19,354,18,37,NA,456,299,60,NA,39,225,NA,5.5,1070,352,1210,NA,2380,NA
2004-05-15,310,NA,NA,86,505,380,142,55,NA,NA,150,25,NA,NA,22,22,273,18,19,151,18,37,NA,519,340,60,NA,39,201,NA,5.6,1100,370,1430,NA,2970,NA
2004-05-16,304,NA,NA,82,505,381,142,55,NA,NA,139,25,NA,NA,22,22,261,17,19,112,19,38,NA,505,349,60,NA,38,194,NA,5.5,1110,379,1440,NA,3090,NA
2004-05-17,318,NA,NA,79,505,381,142,55,NA,NA,139,25,NA,NA,22,22,254,16,19,189,18,37,NA,524,281,60,NA,38,211,NA,5.5,1120,353,1440,NA,3220,NA
2004-05-18,309,NA,NA,76,505,381,142,55,NA,NA,121,24,NA,NA,22,22,239,15,19,92,18,37,NA,471,302,60,NA,38,211,NA,5.7,1130,335,1440,NA,3090,NA
2004-05-19,270,NA,NA,72,504,382,141,55,NA,NA,84,24,NA,NA,22,22,218,12,19,112,18,37,NA,511,267,60,NA,38,213,NA,NA,1100,346,1210,NA,2500,NA
2004-05-20,269,NA,NA,69,504,383,139,55,NA,NA,80,24,NA,NA,22,22,204,11,19,129,18,37,NA,488,265,60,NA,38,215,NA,5.8,1090,369,919,NA,2430,NA
2004-05-21,258,NA,NA,66,504,382,140,55,NA,NA,75,23,NA,NA,22,22,192,10,19,82,18,38,NA,519,235,60,NA,38,206,NA,5.8,1090,383,694,NA,2300,NA
2004-05-22,248,NA,NA,64,533,382,140,55,NA,NA,66,23,NA,NA,22,22,178,8.1,19,105,19,38,NA,465,214,60,NA,38,179,NA,5.8,1080,382,504,NA,2240,NA
2004-05-23,250,NA,NA,61,534,382,140,55,NA,NA,70,23,NA,NA,22,22,168,7.2,19,104,19,38,NA,520,243,60,NA,38,133,NA,5.8,1080,372,494,NA,2130,NA
2004-05-24,254,NA,NA,59,530,382,140,55,NA,NA,70,23,NA,NA,22,22,158,5.6,19,132,19,38,NA,465,254,60,NA,38,113,NA,NA,1060,354,438,NA,1550,NA
2004-05-25,249,NA,NA,57,531,383,139,55,NA,NA,62,23,NA,NA,22,22,150,5.9,19,89,18,37,NA,501,236,60,NA,38,164,NA,NA,1030,329,395,NA,1730,NA
2004-05-26,242,NA,NA,59,528,381,139,55,NA,NA,59,23,NA,NA,23,23,147,5.1,19,88,18,37,NA,501,216,60,NA,38,175,NA,5.8,1040,307,395,NA,1680,NA
2004-05-27,287,NA,NA,55,505,383,138,55,NA,NA,63,23,NA,NA,41,41,139,3.9,19,89,18,37,NA,537,266,60,NA,38,180,NA,5.8,1080,326,396,NA,1800,NA
2004-05-28,577,NA,NA,76,502,378,140,55,NA,NA,195,27,NA,NA,39,39,247,11,19,72,18,38,NA,463,583,60,NA,39,498,NA,5.6,1100,348,394,NA,1780,NA
2004-05-29,420,NA,NA,70,503,382,140,55,NA,NA,123,25,NA,NA,37,37,218,7.8,19,91,18,38,NA,529,381,60,NA,39,496,NA,5.6,1100,365,392,NA,1940,NA
2004-05-30,317,NA,NA,62,507,384,140,55,NA,NA,77,24,NA,NA,47,47,179,4.5,19,95,19,38,NA,488,261,60,NA,39,258,NA,5.6,1090,364,391,NA,1950,NA
2004-05-31,340,NA,NA,58,507,382,140,55,NA,NA,68,24,NA,NA,59,59,165,2.7,19,148,19,38,NA,515,280,60,NA,38,183,NA,5.5,1090,371,396,NA,1610,NA
2004-06-01,348,NA,NA,56,506,382,140,55,NA,NA,59,23,NA,NA,109,109,178,1,19,118,18,37,NA,477,265,60,NA,38,191,NA,5.5,1090,384,381,NA,1970,NA
2004-06-02,374,NA,NA,258,505,382,139,55,NA,NA,55,23,NA,NA,143,143,237,0,19,139,18,37,NA,521,266,60,NA,39,211,NA,5.5,1100,394,372,NA,1780,NA
